統計項目,行業代碼,行業別,資料期(民國年),統計值(指數),計量單位
營業額指數,5620,外燴及團膳承包業,09106,55.22,110年=100
營業額指數,5620,外燴及團膳承包業,09107,57.74,110年=100
營業額指數,5620,外燴及團膳承包業,09108,57.26,110年=100
營業額指數,5620,外燴及團膳承包業,09109,55.92,110年=100
營業額指數,5620,外燴及團膳承包業,09110,54.05,110年=100
營業額指數,5620,外燴及團膳承包業,09111,50.88,110年=100
營業額指數,5620,外燴及團膳承包業,09112,53.23,110年=100
營業額指數,5620,外燴及團膳承包業,09201,51.23,110年=100
營業額指數,5620,外燴及團膳承包業,09202,46.27,110年=100
營業額指數,5620,外燴及團膳承包業,09203,49.89,110年=100
營業額指數,5620,外燴及團膳承包業,09204,48.72,110年=100
營業額指數,5620,外燴及團膳承包業,09205,41.62,110年=100
營業額指數,5620,外燴及團膳承包業,09206,48.55,110年=100
營業額指數,5620,外燴及團膳承包業,09207,50.25,110年=100
營業額指數,5620,外燴及團膳承包業,09208,53.53,110年=100
營業額指數,5620,外燴及團膳承包業,09209,52.39,110年=100
營業額指數,5620,外燴及團膳承包業,09210,55.69,110年=100
營業額指數,5620,外燴及團膳承包業,09211,52.07,110年=100
營業額指數,5620,外燴及團膳承包業,09212,55.37,110年=100
營業額指數,5620,外燴及團膳承包業,09301,50.70,110年=100
營業額指數,5620,外燴及團膳承包業,09302,51.69,110年=100
營業額指數,5620,外燴及團膳承包業,09303,56.84,110年=100
營業額指數,5620,外燴及團膳承包業,09304,57.72,110年=100
營業額指數,5620,外燴及團膳承包業,09305,57.05,110年=100
營業額指數,5620,外燴及團膳承包業,09306,52.27,110年=100
營業額指數,5620,外燴及團膳承包業,09307,54.83,110年=100
營業額指數,5620,外燴及團膳承包業,09308,53.53,110年=100
營業額指數,5620,外燴及團膳承包業,09309,56.66,110年=100
營業額指數,5620,外燴及團膳承包業,09310,57.21,110年=100
營業額指數,5620,外燴及團膳承包業,09311,54.35,110年=100
營業額指數,5620,外燴及團膳承包業,09312,56.51,110年=100
營業額指數,5620,外燴及團膳承包業,09401,58.01,110年=100
營業額指數,5620,外燴及團膳承包業,09402,49.20,110年=100
營業額指數,5620,外燴及團膳承包業,09403,53.04,110年=100
營業額指數,5620,外燴及團膳承包業,09404,53.45,110年=100
營業額指數,5620,外燴及團膳承包業,09405,57.72,110年=100
營業額指數,5620,外燴及團膳承包業,09406,53.71,110年=100
營業額指數,5620,外燴及團膳承包業,09407,46.66,110年=100
營業額指數,5620,外燴及團膳承包業,09408,46.27,110年=100
營業額指數,5620,外燴及團膳承包業,09409,47.98,110年=100
營業額指數,5620,外燴及團膳承包業,09410,51.95,110年=100
營業額指數,5620,外燴及團膳承包業,09411,54.56,110年=100
營業額指數,5620,外燴及團膳承包業,09412,56.14,110年=100
營業額指數,5620,外燴及團膳承包業,09501,53.53,110年=100
營業額指數,5620,外燴及團膳承包業,09502,50.41,110年=100
營業額指數,5620,外燴及團膳承包業,09503,56.56,110年=100
營業額指數,5620,外燴及團膳承包業,09504,59.70,110年=100
營業額指數,5620,外燴及團膳承包業,09505,59.31,110年=100
營業額指數,5620,外燴及團膳承包業,09506,60.36,110年=100
營業額指數,5620,外燴及團膳承包業,09507,59.89,110年=100
營業額指數,5620,外燴及團膳承包業,09508,48.41,110年=100
營業額指數,5620,外燴及團膳承包業,09509,49.71,110年=100
營業額指數,5620,外燴及團膳承包業,09510,52.21,110年=100
營業額指數,5620,外燴及團膳承包業,09511,56.82,110年=100
營業額指數,5620,外燴及團膳承包業,09512,60.79,110年=100
營業額指數,5620,外燴及團膳承包業,09601,61.36,110年=100
營業額指數,5620,外燴及團膳承包業,09602,52.13,110年=100
營業額指數,5620,外燴及團膳承包業,09603,61.75,110年=100
營業額指數,5620,外燴及團膳承包業,09604,65.03,110年=100
營業額指數,5620,外燴及團膳承包業,09605,66.67,110年=100
營業額指數,5620,外燴及團膳承包業,09606,66.06,110年=100
營業額指數,5620,外燴及團膳承包業,09607,61.02,110年=100
營業額指數,5620,外燴及團膳承包業,09608,54.51,110年=100
營業額指數,5620,外燴及團膳承包業,09609,54.85,110年=100
營業額指數,5620,外燴及團膳承包業,09610,57.14,110年=100
營業額指數,5620,外燴及團膳承包業,09611,56.38,110年=100
營業額指數,5620,外燴及團膳承包業,09612,58.66,110年=100
營業額指數,5620,外燴及團膳承包業,09701,69.41,110年=100
營業額指數,5620,外燴及團膳承包業,09702,54.17,110年=100
營業額指數,5620,外燴及團膳承包業,09703,63.19,110年=100
營業額指數,5620,外燴及團膳承包業,09704,67.69,110年=100
營業額指數,5620,外燴及團膳承包業,09705,67.11,110年=100
營業額指數,5620,外燴及團膳承包業,09706,71.74,110年=100
營業額指數,5620,外燴及團膳承包業,09707,65.14,110年=100
營業額指數,5620,外燴及團膳承包業,09708,56.17,110年=100
營業額指數,5620,外燴及團膳承包業,09709,58.15,110年=100
營業額指數,5620,外燴及團膳承包業,09710,59.78,110年=100
營業額指數,5620,外燴及團膳承包業,09711,59.24,110年=100
營業額指數,5620,外燴及團膳承包業,09712,60.98,110年=100
營業額指數,5620,外燴及團膳承包業,09801,64.59,110年=100
營業額指數,5620,外燴及團膳承包業,09802,58.09,110年=100
營業額指數,5620,外燴及團膳承包業,09803,67.70,110年=100
營業額指數,5620,外燴及團膳承包業,09804,71.55,110年=100
營業額指數,5620,外燴及團膳承包業,09805,72.14,110年=100
營業額指數,5620,外燴及團膳承包業,09806,76.87,110年=100
營業額指數,5620,外燴及團膳承包業,09807,67.58,110年=100
營業額指數,5620,外燴及團膳承包業,09808,63.81,110年=100
營業額指數,5620,外燴及團膳承包業,09809,65.93,110年=100
營業額指數,5620,外燴及團膳承包業,09810,68.59,110年=100
營業額指數,5620,外燴及團膳承包業,09811,69.44,110年=100
營業額指數,5620,外燴及團膳承包業,09812,73.28,110年=100
營業額指數,5620,外燴及團膳承包業,09901,73.30,110年=100
營業額指數,5620,外燴及團膳承包業,09902,68.44,110年=100
營業額指數,5620,外燴及團膳承包業,09903,79.11,110年=100
營業額指數,5620,外燴及團膳承包業,09904,83.42,110年=100
營業額指數,5620,外燴及團膳承包業,09905,86.18,110年=100
營業額指數,5620,外燴及團膳承包業,09906,86.57,110年=100
營業額指數,5620,外燴及團膳承包業,09907,80.99,110年=100
營業額指數,5620,外燴及團膳承包業,09908,75.89,110年=100
營業額指數,5620,外燴及團膳承包業,09909,78.25,110年=100
營業額指數,5620,外燴及團膳承包業,09910,79.52,110年=100
營業額指數,5620,外燴及團膳承包業,09911,79.09,110年=100
營業額指數,5620,外燴及團膳承包業,09912,84.23,110年=100
營業額指數,5620,外燴及團膳承包業,10001,84.40,110年=100
營業額指數,5620,外燴及團膳承包業,10002,76.89,110年=100
營業額指數,5620,外燴及團膳承包業,10003,87.51,110年=100
營業額指數,5620,外燴及團膳承包業,10004,90.68,110年=100
營業額指數,5620,外燴及團膳承包業,10005,95.46,110年=100
營業額指數,5620,外燴及團膳承包業,10006,98.13,110年=100
營業額指數,5620,外燴及團膳承包業,10007,89.94,110年=100
營業額指數,5620,外燴及團膳承包業,10008,84.26,110年=100
營業額指數,5620,外燴及團膳承包業,10009,89.85,110年=100
營業額指數,5620,外燴及團膳承包業,10010,88.54,110年=100
營業額指數,5620,外燴及團膳承包業,10011,87.41,110年=100
營業額指數,5620,外燴及團膳承包業,10012,91.14,110年=100
營業額指數,5620,外燴及團膳承包業,10101,87.72,110年=100
營業額指數,5620,外燴及團膳承包業,10102,83.79,110年=100
營業額指數,5620,外燴及團膳承包業,10103,95.52,110年=100
營業額指數,5620,外燴及團膳承包業,10104,102.24,110年=100
營業額指數,5620,外燴及團膳承包業,10105,104.94,110年=100
營業額指數,5620,外燴及團膳承包業,10106,106.65,110年=100
營業額指數,5620,外燴及團膳承包業,10107,95.73,110年=100
營業額指數,5620,外燴及團膳承包業,10108,93.22,110年=100
營業額指數,5620,外燴及團膳承包業,10109,94.61,110年=100
營業額指數,5620,外燴及團膳承包業,10110,96.79,110年=100
營業額指數,5620,外燴及團膳承包業,10111,94.71,110年=100
營業額指數,5620,外燴及團膳承包業,10112,99.24,110年=100
營業額指數,5620,外燴及團膳承包業,10201,98.40,110年=100
營業額指數,5620,外燴及團膳承包業,10202,85.80,110年=100
營業額指數,5620,外燴及團膳承包業,10203,105.20,110年=100
營業額指數,5620,外燴及團膳承包業,10204,109.77,110年=100
營業額指數,5620,外燴及團膳承包業,10205,107.22,110年=100
營業額指數,5620,外燴及團膳承包業,10206,114.65,110年=100
營業額指數,5620,外燴及團膳承包業,10207,102.79,110年=100
營業額指數,5620,外燴及團膳承包業,10208,103.26,110年=100
營業額指數,5620,外燴及團膳承包業,10209,106.95,110年=100
營業額指數,5620,外燴及團膳承包業,10210,111.31,110年=100
營業額指數,5620,外燴及團膳承包業,10211,112.88,110年=100
營業額指數,5620,外燴及團膳承包業,10212,112.48,110年=100
營業額指數,5620,外燴及團膳承包業,10301,111.76,110年=100
營業額指數,5620,外燴及團膳承包業,10302,95.53,110年=100
營業額指數,5620,外燴及團膳承包業,10303,111.45,110年=100
營業額指數,5620,外燴及團膳承包業,10304,113.54,110年=100
營業額指數,5620,外燴及團膳承包業,10305,115.17,110年=100
營業額指數,5620,外燴及團膳承包業,10306,121.34,110年=100
營業額指數,5620,外燴及團膳承包業,10307,109.81,110年=100
營業額指數,5620,外燴及團膳承包業,10308,109.11,110年=100
營業額指數,5620,外燴及團膳承包業,10309,116.31,110年=100
營業額指數,5620,外燴及團膳承包業,10310,119.76,110年=100
營業額指數,5620,外燴及團膳承包業,10311,118.46,110年=100
營業額指數,5620,外燴及團膳承包業,10312,125.76,110年=100
營業額指數,5620,外燴及團膳承包業,10401,131.26,110年=100
營業額指數,5620,外燴及團膳承包業,10402,100.42,110年=100
營業額指數,5620,外燴及團膳承包業,10403,117.13,110年=100
營業額指數,5620,外燴及團膳承包業,10404,118.32,110年=100
營業額指數,5620,外燴及團膳承包業,10405,124.02,110年=100
營業額指數,5620,外燴及團膳承包業,10406,128.73,110年=100
營業額指數,5620,外燴及團膳承包業,10407,119.33,110年=100
營業額指數,5620,外燴及團膳承包業,10408,117.25,110年=100
營業額指數,5620,外燴及團膳承包業,10409,122.88,110年=100
營業額指數,5620,外燴及團膳承包業,10410,128.29,110年=100
營業額指數,5620,外燴及團膳承包業,10411,130.58,110年=100
營業額指數,5620,外燴及團膳承包業,10412,130.87,110年=100
營業額指數,5620,外燴及團膳承包業,10501,141.31,110年=100
營業額指數,5620,外燴及團膳承包業,10502,119.70,110年=100
營業額指數,5620,外燴及團膳承包業,10503,126.11,110年=100
營業額指數,5620,外燴及團膳承包業,10504,128.22,110年=100
營業額指數,5620,外燴及團膳承包業,10505,134.73,110年=100
營業額指數,5620,外燴及團膳承包業,10506,134.90,110年=100
營業額指數,5620,外燴及團膳承包業,10507,127.16,110年=100
營業額指數,5620,外燴及團膳承包業,10508,124.53,110年=100
營業額指數,5620,外燴及團膳承包業,10509,129.48,110年=100
營業額指數,5620,外燴及團膳承包業,10510,140.40,110年=100
營業額指數,5620,外燴及團膳承包業,10511,141.15,110年=100
營業額指數,5620,外燴及團膳承包業,10512,143.88,110年=100
營業額指數,5620,外燴及團膳承包業,10601,143.37,110年=100
營業額指數,5620,外燴及團膳承包業,10602,121.96,110年=100
營業額指數,5620,外燴及團膳承包業,10603,134.45,110年=100
營業額指數,5620,外燴及團膳承包業,10604,134.75,110年=100
營業額指數,5620,外燴及團膳承包業,10605,138.83,110年=100
營業額指數,5620,外燴及團膳承包業,10606,140.72,110年=100
營業額指數,5620,外燴及團膳承包業,10607,133.53,110年=100
營業額指數,5620,外燴及團膳承包業,10608,128.06,110年=100
營業額指數,5620,外燴及團膳承包業,10609,123.74,110年=100
營業額指數,5620,外燴及團膳承包業,10610,138.38,110年=100
營業額指數,5620,外燴及團膳承包業,10611,137.90,110年=100
營業額指數,5620,外燴及團膳承包業,10612,142.09,110年=100
營業額指數,5620,外燴及團膳承包業,10701,146.17,110年=100
營業額指數,5620,外燴及團膳承包業,10702,123.75,110年=100
營業額指數,5620,外燴及團膳承包業,10703,137.25,110年=100
營業額指數,5620,外燴及團膳承包業,10704,142.03,110年=100
營業額指數,5620,外燴及團膳承包業,10705,141.10,110年=100
營業額指數,5620,外燴及團膳承包業,10706,143.18,110年=100
營業額指數,5620,外燴及團膳承包業,10707,132.15,110年=100
營業額指數,5620,外燴及團膳承包業,10708,127.08,110年=100
營業額指數,5620,外燴及團膳承包業,10709,123.19,110年=100
營業額指數,5620,外燴及團膳承包業,10710,136.73,110年=100
營業額指數,5620,外燴及團膳承包業,10711,139.52,110年=100
營業額指數,5620,外燴及團膳承包業,10712,142.54,110年=100
營業額指數,5620,外燴及團膳承包業,10801,147.09,110年=100
營業額指數,5620,外燴及團膳承包業,10802,119.10,110年=100
營業額指數,5620,外燴及團膳承包業,10803,135.70,110年=100
營業額指數,5620,外燴及團膳承包業,10804,138.46,110年=100
營業額指數,5620,外燴及團膳承包業,10805,144.24,110年=100
營業額指數,5620,外燴及團膳承包業,10806,139.97,110年=100
營業額指數,5620,外燴及團膳承包業,10807,124.80,110年=100
營業額指數,5620,外燴及團膳承包業,10808,129.50,110年=100
營業額指數,5620,外燴及團膳承包業,10809,125.15,110年=100
營業額指數,5620,外燴及團膳承包業,10810,137.78,110年=100
營業額指數,5620,外燴及團膳承包業,10811,136.93,110年=100
營業額指數,5620,外燴及團膳承包業,10812,142.23,110年=100
營業額指數,5620,外燴及團膳承包業,10901,144.96,110年=100
營業額指數,5620,外燴及團膳承包業,10902,86.08,110年=100
營業額指數,5620,外燴及團膳承包業,10903,104.60,110年=100
營業額指數,5620,外燴及團膳承包業,10904,108.76,110年=100
營業額指數,5620,外燴及團膳承包業,10905,112.36,110年=100
營業額指數,5620,外燴及團膳承包業,10906,107.22,110年=100
營業額指數,5620,外燴及團膳承包業,10907,106.02,110年=100
營業額指數,5620,外燴及團膳承包業,10908,90.47,110年=100
營業額指數,5620,外燴及團膳承包業,10909,102.40,110年=100
營業額指數,5620,外燴及團膳承包業,10910,111.74,110年=100
營業額指數,5620,外燴及團膳承包業,10911,118.97,110年=100
營業額指數,5620,外燴及團膳承包業,10912,126.30,110年=100
營業額指數,5620,外燴及團膳承包業,11001,114.17,110年=100
營業額指數,5620,外燴及團膳承包業,11002,75.23,110年=100
營業額指數,5620,外燴及團膳承包業,11003,102.63,110年=100
營業額指數,5620,外燴及團膳承包業,11004,117.53,110年=100
營業額指數,5620,外燴及團膳承包業,11005,95.54,110年=100
營業額指數,5620,外燴及團膳承包業,11006,75.68,110年=100
營業額指數,5620,外燴及團膳承包業,11007,72.64,110年=100
營業額指數,5620,外燴及團膳承包業,11008,72.94,110年=100
營業額指數,5620,外燴及團膳承包業,11009,104.74,110年=100
營業額指數,5620,外燴及團膳承包業,11010,115.22,110年=100
營業額指數,5620,外燴及團膳承包業,11011,123.75,110年=100
營業額指數,5620,外燴及團膳承包業,11012,129.92,110年=100
營業額指數,5620,外燴及團膳承包業,11101,111.71,110年=100
