統計項目,行業代碼,行業別,資料期(民國年),統計值(指數),計量單位
營業額指數,4714,零售式量販業,10907,98.00,110年=100
營業額指數,4714,零售式量販業,10908,114.61,110年=100
營業額指數,4714,零售式量販業,10909,91.22,110年=100
營業額指數,4714,零售式量販業,10910,89.61,110年=100
營業額指數,4714,零售式量販業,10911,91.29,110年=100
營業額指數,4714,零售式量販業,10912,98.86,110年=100
營業額指數,4714,零售式量販業,11001,118.83,110年=100
營業額指數,4714,零售式量販業,11002,100.10,110年=100
營業額指數,4714,零售式量販業,11003,89.19,110年=100
營業額指數,4714,零售式量販業,11004,85.61,110年=100
營業額指數,4714,零售式量販業,11005,94.92,110年=100
營業額指數,4714,零售式量販業,11006,92.11,110年=100
營業額指數,4714,零售式量販業,11007,103.49,110年=100
營業額指數,4714,零售式量販業,11008,114.59,110年=100
營業額指數,4714,零售式量販業,11009,99.85,110年=100
營業額指數,4714,零售式量販業,11010,103.19,110年=100
營業額指數,4714,零售式量販業,11011,98.37,110年=100
營業額指數,4714,零售式量販業,11012,99.77,110年=100
營業額指數,4714,零售式量販業,11101,130.82,110年=100
營業額指數,4714,零售式量販業,11102,86.45,110年=100
營業額指數,4714,零售式量販業,11103,90.36,110年=100
營業額指數,4714,零售式量販業,11104,92.69,110年=100
營業額指數,4714,零售式量販業,11105,93.76,110年=100
營業額指數,4714,零售式量販業,11106,94.04,110年=100
營業額指數,4714,零售式量販業,11107,103.76,110年=100
營業額指數,4714,零售式量販業,11108,104.92,110年=100
營業額指數,4714,零售式量販業,11109,99.22,110年=100
營業額指數,4714,零售式量販業,11110,96.50,110年=100
營業額指數,4714,零售式量販業,11111,94.39,110年=100
營業額指數,4714,零售式量販業,11112,106.77,110年=100
營業額指數,4714,零售式量販業,11201,129.85,110年=100
營業額指數,4714,零售式量販業,11202,82.26,110年=100
營業額指數,4714,零售式量販業,11203,88.83,110年=100
營業額指數,4714,零售式量販業,11204,90.92,110年=100
營業額指數,4714,零售式量販業,11205,87.52,110年=100
營業額指數,4714,零售式量販業,11206,86.73,110年=100
營業額指數,4714,零售式量販業,11207,95.89,110年=100
營業額指數,4714,零售式量販業,11208,106.29,110年=100
營業額指數,4714,零售式量販業,11209,96.35,110年=100
營業額指數,4714,零售式量販業,11210,87.87,110年=100
營業額指數,4714,零售式量販業,11211,93.93,110年=100
營業額指數,4714,零售式量販業,11212,96.31,110年=100
營業額指數,4714,零售式量販業,11301,113.40,110年=100
營業額指數,4714,零售式量販業,11302,101.25,110年=100
營業額指數,4714,零售式量販業,11303,87.50,110年=100
營業額指數,4714,零售式量販業,11304,87.47,110年=100
營業額指數,4714,零售式量販業,11305,88.41,110年=100
營業額指數,4714,零售式量販業,11306,89.30,110年=100
營業額指數,4714,零售式量販業,11307,95.94,110年=100
營業額指數,4714,零售式量販業,11308,107.56,110年=100
營業額指數,4714,零售式量販業,11309,103.73,110年=100
營業額指數,4714,零售式量販業,11310,95.65,110年=100
營業額指數,4714,零售式量販業,11311,99.06,110年=100
營業額指數,4714,零售式量販業,11312,102.33,110年=100
營業額指數,4714,零售式量販業,11401,129.14,110年=100
營業額指數,4714,零售式量販業,11402,82.09,110年=100
營業額指數,4714,零售式量販業,11403,94.62,110年=100
營業額指數,4714,零售式量販業,11404,91.14,110年=100
營業額指數,4714,零售式量販業,11405,97.67,110年=100
營業額指數,4714,零售式量販業,11406,91.96,110年=100
營業額指數,4714,零售式量販業,11407,93.72,110年=100
營業額指數,4714,零售式量販業,11408,107.45,110年=100
營業額指數,4714,零售式量販業,11409,99.11,110年=100
營業額指數,4714,零售式量販業,11410,97.41,110年=100
營業額指數,4714,零售式量販業,11411,110.41,110年=100
營業額指數,4714,零售式量販業,11412,100.70,110年=100
營業額指數,4714,零售式量販業,11501,115.94,110年=100
營業額指數,4714,零售式量販業,11502,111.25,110年=100
營業額指數,4719,其他綜合商品零售業,08801,138.54,110年=100
營業額指數,4719,其他綜合商品零售業,08802,138.47,110年=100
營業額指數,4719,其他綜合商品零售業,08803,141.56,110年=100
營業額指數,4719,其他綜合商品零售業,08804,142.48,110年=100
營業額指數,4719,其他綜合商品零售業,08805,146.53,110年=100
營業額指數,4719,其他綜合商品零售業,08806,148.39,110年=100
營業額指數,4719,其他綜合商品零售業,08807,146.33,110年=100
營業額指數,4719,其他綜合商品零售業,08808,141.71,110年=100
營業額指數,4719,其他綜合商品零售業,08809,135.28,110年=100
營業額指數,4719,其他綜合商品零售業,08810,130.73,110年=100
營業額指數,4719,其他綜合商品零售業,08811,133.31,110年=100
營業額指數,4719,其他綜合商品零售業,08812,141.14,110年=100
營業額指數,4719,其他綜合商品零售業,08901,141.99,110年=100
營業額指數,4719,其他綜合商品零售業,08902,138.01,110年=100
營業額指數,4719,其他綜合商品零售業,08903,144.64,110年=100
營業額指數,4719,其他綜合商品零售業,08904,141.25,110年=100
營業額指數,4719,其他綜合商品零售業,08905,146.37,110年=100
營業額指數,4719,其他綜合商品零售業,08906,150.22,110年=100
營業額指數,4719,其他綜合商品零售業,08907,156.74,110年=100
營業額指數,4719,其他綜合商品零售業,08908,157.18,110年=100
營業額指數,4719,其他綜合商品零售業,08909,149.59,110年=100
營業額指數,4719,其他綜合商品零售業,08910,154.45,110年=100
營業額指數,4719,其他綜合商品零售業,08911,146.77,110年=100
營業額指數,4719,其他綜合商品零售業,08912,155.49,110年=100
營業額指數,4719,其他綜合商品零售業,09001,155.82,110年=100
營業額指數,4719,其他綜合商品零售業,09002,144.56,110年=100
營業額指數,4719,其他綜合商品零售業,09003,153.95,110年=100
營業額指數,4719,其他綜合商品零售業,09004,139.63,110年=100
營業額指數,4719,其他綜合商品零售業,09005,141.27,110年=100
營業額指數,4719,其他綜合商品零售業,09006,132.64,110年=100
營業額指數,4719,其他綜合商品零售業,09007,139.50,110年=100
營業額指數,4719,其他綜合商品零售業,09008,143.11,110年=100
營業額指數,4719,其他綜合商品零售業,09009,133.49,110年=100
營業額指數,4719,其他綜合商品零售業,09010,139.15,110年=100
營業額指數,4719,其他綜合商品零售業,09011,140.74,110年=100
營業額指數,4719,其他綜合商品零售業,09012,143.37,110年=100
營業額指數,4719,其他綜合商品零售業,09101,149.03,110年=100
營業額指數,4719,其他綜合商品零售業,09102,139.24,110年=100
營業額指數,4719,其他綜合商品零售業,09103,145.04,110年=100
營業額指數,4719,其他綜合商品零售業,09104,132.50,110年=100
營業額指數,4719,其他綜合商品零售業,09105,141.78,110年=100
營業額指數,4719,其他綜合商品零售業,09106,130.09,110年=100
營業額指數,4719,其他綜合商品零售業,09107,135.99,110年=100
營業額指數,4719,其他綜合商品零售業,09108,132.40,110年=100
營業額指數,4719,其他綜合商品零售業,09109,126.43,110年=100
營業額指數,4719,其他綜合商品零售業,09110,131.69,110年=100
營業額指數,4719,其他綜合商品零售業,09111,124.15,110年=100
營業額指數,4719,其他綜合商品零售業,09112,133.39,110年=100
營業額指數,4719,其他綜合商品零售業,09201,151.04,110年=100
營業額指數,4719,其他綜合商品零售業,09202,144.79,110年=100
營業額指數,4719,其他綜合商品零售業,09203,151.91,110年=100
營業額指數,4719,其他綜合商品零售業,09204,149.30,110年=100
營業額指數,4719,其他綜合商品零售業,09205,133.29,110年=100
營業額指數,4719,其他綜合商品零售業,09206,136.12,110年=100
營業額指數,4719,其他綜合商品零售業,09207,150.56,110年=100
營業額指數,4719,其他綜合商品零售業,09208,156.11,110年=100
營業額指數,4719,其他綜合商品零售業,09209,144.30,110年=100
營業額指數,4719,其他綜合商品零售業,09210,144.78,110年=100
營業額指數,4719,其他綜合商品零售業,09211,140.98,110年=100
營業額指數,4719,其他綜合商品零售業,09212,150.97,110年=100
營業額指數,4719,其他綜合商品零售業,09301,162.61,110年=100
營業額指數,4719,其他綜合商品零售業,09302,146.32,110年=100
營業額指數,4719,其他綜合商品零售業,09303,150.36,110年=100
營業額指數,4719,其他綜合商品零售業,09304,151.38,110年=100
營業額指數,4719,其他綜合商品零售業,09305,159.34,110年=100
營業額指數,4719,其他綜合商品零售業,09306,164.54,110年=100
營業額指數,4719,其他綜合商品零售業,09307,165.77,110年=100
營業額指數,4719,其他綜合商品零售業,09308,162.59,110年=100
營業額指數,4719,其他綜合商品零售業,09309,164.20,110年=100
營業額指數,4719,其他綜合商品零售業,09310,151.11,110年=100
營業額指數,4719,其他綜合商品零售業,09311,155.99,110年=100
營業額指數,4719,其他綜合商品零售業,09312,162.07,110年=100
營業額指數,4719,其他綜合商品零售業,09401,154.55,110年=100
營業額指數,4719,其他綜合商品零售業,09402,154.84,110年=100
營業額指數,4719,其他綜合商品零售業,09403,141.15,110年=100
營業額指數,4719,其他綜合商品零售業,09404,141.73,110年=100
營業額指數,4719,其他綜合商品零售業,09405,140.01,110年=100
營業額指數,4719,其他綜合商品零售業,09406,141.90,110年=100
營業額指數,4719,其他綜合商品零售業,09407,140.23,110年=100
營業額指數,4719,其他綜合商品零售業,09408,144.90,110年=100
營業額指數,4719,其他綜合商品零售業,09409,137.74,110年=100
營業額指數,4719,其他綜合商品零售業,09410,138.53,110年=100
營業額指數,4719,其他綜合商品零售業,09411,140.91,110年=100
營業額指數,4719,其他綜合商品零售業,09412,153.78,110年=100
營業額指數,4719,其他綜合商品零售業,09501,161.47,110年=100
營業額指數,4719,其他綜合商品零售業,09502,140.05,110年=100
營業額指數,4719,其他綜合商品零售業,09503,144.06,110年=100
營業額指數,4719,其他綜合商品零售業,09504,143.79,110年=100
營業額指數,4719,其他綜合商品零售業,09505,138.44,110年=100
營業額指數,4719,其他綜合商品零售業,09506,141.59,110年=100
營業額指數,4719,其他綜合商品零售業,09507,144.95,110年=100
營業額指數,4719,其他綜合商品零售業,09508,149.48,110年=100
營業額指數,4719,其他綜合商品零售業,09509,147.82,110年=100
營業額指數,4719,其他綜合商品零售業,09510,152.69,110年=100
營業額指數,4719,其他綜合商品零售業,09511,152.29,110年=100
營業額指數,4719,其他綜合商品零售業,09512,156.86,110年=100
營業額指數,4719,其他綜合商品零售業,09601,149.06,110年=100
營業額指數,4719,其他綜合商品零售業,09602,160.26,110年=100
營業額指數,4719,其他綜合商品零售業,09603,149.57,110年=100
營業額指數,4719,其他綜合商品零售業,09604,142.05,110年=100
營業額指數,4719,其他綜合商品零售業,09605,144.97,110年=100
營業額指數,4719,其他綜合商品零售業,09606,142.90,110年=100
營業額指數,4719,其他綜合商品零售業,09607,142.74,110年=100
營業額指數,4719,其他綜合商品零售業,09608,146.75,110年=100
營業額指數,4719,其他綜合商品零售業,09609,149.43,110年=100
營業額指數,4719,其他綜合商品零售業,09610,142.35,110年=100
營業額指數,4719,其他綜合商品零售業,09611,141.41,110年=100
營業額指數,4719,其他綜合商品零售業,09612,150.17,110年=100
營業額指數,4719,其他綜合商品零售業,09701,148.92,110年=100
營業額指數,4719,其他綜合商品零售業,09702,152.51,110年=100
營業額指數,4719,其他綜合商品零售業,09703,141.60,110年=100
營業額指數,4719,其他綜合商品零售業,09704,136.82,110年=100
營業額指數,4719,其他綜合商品零售業,09705,135.97,110年=100
營業額指數,4719,其他綜合商品零售業,09706,131.79,110年=100
營業額指數,4719,其他綜合商品零售業,09707,122.29,110年=100
營業額指數,4719,其他綜合商品零售業,09708,131.57,110年=100
營業額指數,4719,其他綜合商品零售業,09709,127.11,110年=100
營業額指數,4719,其他綜合商品零售業,09710,138.07,110年=100
營業額指數,4719,其他綜合商品零售業,09711,135.43,110年=100
營業額指數,4719,其他綜合商品零售業,09712,144.53,110年=100
營業額指數,4719,其他綜合商品零售業,09801,161.77,110年=100
營業額指數,4719,其他綜合商品零售業,09802,150.38,110年=100
營業額指數,4719,其他綜合商品零售業,09803,145.18,110年=100
營業額指數,4719,其他綜合商品零售業,09804,141.01,110年=100
營業額指數,4719,其他綜合商品零售業,09805,141.30,110年=100
營業額指數,4719,其他綜合商品零售業,09806,129.93,110年=100
營業額指數,4719,其他綜合商品零售業,09807,136.73,110年=100
營業額指數,4719,其他綜合商品零售業,09808,136.00,110年=100
營業額指數,4719,其他綜合商品零售業,09809,132.43,110年=100
營業額指數,4719,其他綜合商品零售業,09810,141.79,110年=100
營業額指數,4719,其他綜合商品零售業,09811,140.30,110年=100
營業額指數,4719,其他綜合商品零售業,09812,146.40,110年=100
營業額指數,4719,其他綜合商品零售業,09901,140.16,110年=100
營業額指數,4719,其他綜合商品零售業,09902,168.55,110年=100
營業額指數,4719,其他綜合商品零售業,09903,149.59,110年=100
營業額指數,4719,其他綜合商品零售業,09904,143.07,110年=100
營業額指數,4719,其他綜合商品零售業,09905,147.07,110年=100
營業額指數,4719,其他綜合商品零售業,09906,136.42,110年=100
營業額指數,4719,其他綜合商品零售業,09907,143.51,110年=100
營業額指數,4719,其他綜合商品零售業,09908,144.91,110年=100
營業額指數,4719,其他綜合商品零售業,09909,142.50,110年=100
營業額指數,4719,其他綜合商品零售業,09910,145.28,110年=100
營業額指數,4719,其他綜合商品零售業,09911,141.31,110年=100
營業額指數,4719,其他綜合商品零售業,09912,148.81,110年=100
營業額指數,4719,其他綜合商品零售業,10001,154.46,110年=100
營業額指數,4719,其他綜合商品零售業,10002,154.43,110年=100
營業額指數,4719,其他綜合商品零售業,10003,148.13,110年=100
營業額指數,4719,其他綜合商品零售業,10004,148.80,110年=100
營業額指數,4719,其他綜合商品零售業,10005,144.90,110年=100
營業額指數,4719,其他綜合商品零售業,10006,140.50,110年=100
營業額指數,4719,其他綜合商品零售業,10007,144.17,110年=100
營業額指數,4719,其他綜合商品零售業,10008,146.32,110年=100
營業額指數,4719,其他綜合商品零售業,10009,145.52,110年=100
營業額指數,4719,其他綜合商品零售業,10010,148.03,110年=100
營業額指數,4719,其他綜合商品零售業,10011,147.42,110年=100
營業額指數,4719,其他綜合商品零售業,10012,150.81,110年=100
營業額指數,4719,其他綜合商品零售業,10101,150.61,110年=100
營業額指數,4719,其他綜合商品零售業,10102,148.08,110年=100
營業額指數,4719,其他綜合商品零售業,10103,149.14,110年=100
營業額指數,4719,其他綜合商品零售業,10104,150.17,110年=100
營業額指數,4719,其他綜合商品零售業,10105,149.26,110年=100
營業額指數,4719,其他綜合商品零售業,10106,146.22,110年=100
營業額指數,4719,其他綜合商品零售業,10107,146.02,110年=100
營業額指數,4719,其他綜合商品零售業,10108,143.61,110年=100
營業額指數,4719,其他綜合商品零售業,10109,140.99,110年=100
營業額指數,4719,其他綜合商品零售業,10110,146.67,110年=100
營業額指數,4719,其他綜合商品零售業,10111,141.68,110年=100
營業額指數,4719,其他綜合商品零售業,10112,154.25,110年=100
營業額指數,4719,其他綜合商品零售業,10201,148.75,110年=100
營業額指數,4719,其他綜合商品零售業,10202,162.58,110年=100
營業額指數,4719,其他綜合商品零售業,10203,150.00,110年=100
營業額指數,4719,其他綜合商品零售業,10204,149.17,110年=100
營業額指數,4719,其他綜合商品零售業,10205,143.95,110年=100
營業額指數,4719,其他綜合商品零售業,10206,147.66,110年=100
營業額指數,4719,其他綜合商品零售業,10207,146.61,110年=100
營業額指數,4719,其他綜合商品零售業,10208,149.43,110年=100
營業額指數,4719,其他綜合商品零售業,10209,146.82,110年=100
營業額指數,4719,其他綜合商品零售業,10210,150.90,110年=100
營業額指數,4719,其他綜合商品零售業,10211,148.42,110年=100
營業額指數,4719,其他綜合商品零售業,10212,158.28,110年=100
營業額指數,4719,其他綜合商品零售業,10301,152.65,110年=100
營業額指數,4719,其他綜合商品零售業,10302,160.56,110年=100
營業額指數,4719,其他綜合商品零售業,10303,155.55,110年=100
營業額指數,4719,其他綜合商品零售業,10304,153.80,110年=100
營業額指數,4719,其他綜合商品零售業,10305,157.20,110年=100
營業額指數,4719,其他綜合商品零售業,10306,156.31,110年=100
營業額指數,4719,其他綜合商品零售業,10307,156.40,110年=100
營業額指數,4719,其他綜合商品零售業,10308,155.43,110年=100
營業額指數,4719,其他綜合商品零售業,10309,147.70,110年=100
營業額指數,4719,其他綜合商品零售業,10310,161.52,110年=100
營業額指數,4719,其他綜合商品零售業,10311,159.32,110年=100
營業額指數,4719,其他綜合商品零售業,10312,178.00,110年=100
營業額指數,4719,其他綜合商品零售業,10401,165.55,110年=100
營業額指數,4719,其他綜合商品零售業,10402,186.69,110年=100
營業額指數,4719,其他綜合商品零售業,10403,160.64,110年=100
營業額指數,4719,其他綜合商品零售業,10404,160.02,110年=100
營業額指數,4719,其他綜合商品零售業,10405,172.37,110年=100
營業額指數,4719,其他綜合商品零售業,10406,162.36,110年=100
營業額指數,4719,其他綜合商品零售業,10407,161.45,110年=100
營業額指數,4719,其他綜合商品零售業,10408,164.53,110年=100
營業額指數,4719,其他綜合商品零售業,10409,151.29,110年=100
營業額指數,4719,其他綜合商品零售業,10410,168.33,110年=100
營業額指數,4719,其他綜合商品零售業,10411,164.96,110年=100
營業額指數,4719,其他綜合商品零售業,10412,170.50,110年=100
營業額指數,4719,其他綜合商品零售業,10501,168.95,110年=100
營業額指數,4719,其他綜合商品零售業,10502,188.62,110年=100
營業額指數,4719,其他綜合商品零售業,10503,148.22,110年=100
營業額指數,4719,其他綜合商品零售業,10504,159.02,110年=100
營業額指數,4719,其他綜合商品零售業,10505,168.33,110年=100
營業額指數,4719,其他綜合商品零售業,10506,160.11,110年=100
營業額指數,4719,其他綜合商品零售業,10507,157.80,110年=100
營業額指數,4719,其他綜合商品零售業,10508,156.40,110年=100
營業額指數,4719,其他綜合商品零售業,10509,151.93,110年=100
營業額指數,4719,其他綜合商品零售業,10510,159.09,110年=100
營業額指數,4719,其他綜合商品零售業,10511,155.53,110年=100
營業額指數,4719,其他綜合商品零售業,10512,168.37,110年=100
營業額指數,4719,其他綜合商品零售業,10601,161.77,110年=100
營業額指數,4719,其他綜合商品零售業,10602,148.04,110年=100
營業額指數,4719,其他綜合商品零售業,10603,141.40,110年=100
營業額指數,4719,其他綜合商品零售業,10604,145.54,110年=100
營業額指數,4719,其他綜合商品零售業,10605,154.35,110年=100
營業額指數,4719,其他綜合商品零售業,10606,149.82,110年=100
營業額指數,4719,其他綜合商品零售業,10607,143.59,110年=100
營業額指數,4719,其他綜合商品零售業,10608,149.62,110年=100
營業額指數,4719,其他綜合商品零售業,10609,145.10,110年=100
營業額指數,4719,其他綜合商品零售業,10610,160.16,110年=100
營業額指數,4719,其他綜合商品零售業,10611,156.38,110年=100
營業額指數,4719,其他綜合商品零售業,10612,160.53,110年=100
營業額指數,4719,其他綜合商品零售業,10701,147.04,110年=100
營業額指數,4719,其他綜合商品零售業,10702,165.15,110年=100
營業額指數,4719,其他綜合商品零售業,10703,149.91,110年=100
營業額指數,4719,其他綜合商品零售業,10704,156.95,110年=100
營業額指數,4719,其他綜合商品零售業,10705,160.93,110年=100
營業額指數,4719,其他綜合商品零售業,10706,152.74,110年=100
營業額指數,4719,其他綜合商品零售業,10707,144.43,110年=100
營業額指數,4719,其他綜合商品零售業,10708,154.18,110年=100
營業額指數,4719,其他綜合商品零售業,10709,146.88,110年=100
營業額指數,4719,其他綜合商品零售業,10710,161.43,110年=100
營業額指數,4719,其他綜合商品零售業,10711,151.57,110年=100
營業額指數,4719,其他綜合商品零售業,10712,169.77,110年=100
營業額指數,4719,其他綜合商品零售業,10801,161.69,110年=100
營業額指數,4719,其他綜合商品零售業,10802,165.46,110年=100
營業額指數,4719,其他綜合商品零售業,10803,159.07,110年=100
營業額指數,4719,其他綜合商品零售業,10804,168.00,110年=100
營業額指數,4719,其他綜合商品零售業,10805,173.69,110年=100
營業額指數,4719,其他綜合商品零售業,10806,160.39,110年=100
營業額指數,4719,其他綜合商品零售業,10807,161.52,110年=100
營業額指數,4719,其他綜合商品零售業,10808,163.44,110年=100
營業額指數,4719,其他綜合商品零售業,10809,143.80,110年=100
營業額指數,4719,其他綜合商品零售業,10810,156.64,110年=100
營業額指數,4719,其他綜合商品零售業,10811,148.68,110年=100
營業額指數,4719,其他綜合商品零售業,10812,155.29,110年=100
營業額指數,4719,其他綜合商品零售業,10901,157.16,110年=100
營業額指數,4719,其他綜合商品零售業,10902,112.41,110年=100
營業額指數,4719,其他綜合商品零售業,10903,105.10,110年=100
營業額指數,4719,其他綜合商品零售業,10904,98.89,110年=100
營業額指數,4719,其他綜合商品零售業,10905,108.76,110年=100
營業額指數,4719,其他綜合商品零售業,10906,103.73,110年=100
營業額指數,4719,其他綜合商品零售業,10907,120.90,110年=100
營業額指數,4719,其他綜合商品零售業,10908,129.14,110年=100
營業額指數,4719,其他綜合商品零售業,10909,110.72,110年=100
營業額指數,4719,其他綜合商品零售業,10910,112.49,110年=100
營業額指數,4719,其他綜合商品零售業,10911,98.08,110年=100
營業額指數,4719,其他綜合商品零售業,10912,107.46,110年=100
營業額指數,4719,其他綜合商品零售業,11001,109.38,110年=100
營業額指數,4719,其他綜合商品零售業,11002,99.96,110年=100
營業額指數,4719,其他綜合商品零售業,11003,119.70,110年=100
營業額指數,4719,其他綜合商品零售業,11004,124.02,110年=100
營業額指數,4719,其他綜合商品零售業,11005,102.74,110年=100
營業額指數,4719,其他綜合商品零售業,11006,66.72,110年=100
營業額指數,4719,其他綜合商品零售業,11007,79.22,110年=100
營業額指數,4719,其他綜合商品零售業,11008,95.18,110年=100
營業額指數,4719,其他綜合商品零售業,11009,96.68,110年=100
營業額指數,4719,其他綜合商品零售業,11010,102.95,110年=100
營業額指數,4719,其他綜合商品零售業,11011,97.75,110年=100
營業額指數,4719,其他綜合商品零售業,11012,105.71,110年=100
營業額指數,4719,其他綜合商品零售業,11101,102.93,110年=100
營業額指數,4719,其他綜合商品零售業,11102,90.91,110年=100
營業額指數,4719,其他綜合商品零售業,11103,98.36,110年=100
營業額指數,4719,其他綜合商品零售業,11104,101.88,110年=100
營業額指數,4719,其他綜合商品零售業,11105,94.52,110年=100
營業額指數,4719,其他綜合商品零售業,11106,97.28,110年=100
營業額指數,4719,其他綜合商品零售業,11107,107.14,110年=100
營業額指數,4719,其他綜合商品零售業,11108,116.02,110年=100
營業額指數,4719,其他綜合商品零售業,11109,109.77,110年=100
營業額指數,4719,其他綜合商品零售業,11110,114.16,110年=100
營業額指數,4719,其他綜合商品零售業,11111,111.43,110年=100
營業額指數,4719,其他綜合商品零售業,11112,126.21,110年=100
營業額指數,4719,其他綜合商品零售業,11201,132.59,110年=100
營業額指數,4719,其他綜合商品零售業,11202,111.88,110年=100
營業額指數,4719,其他綜合商品零售業,11203,126.43,110年=100
營業額指數,4719,其他綜合商品零售業,11204,134.79,110年=100
營業額指數,4719,其他綜合商品零售業,11205,135.25,110年=100
營業額指數,4719,其他綜合商品零售業,11206,136.93,110年=100
營業額指數,4719,其他綜合商品零售業,11207,135.64,110年=100
營業額指數,4719,其他綜合商品零售業,11208,134.92,110年=100
營業額指數,4719,其他綜合商品零售業,11209,128.33,110年=100
營業額指數,4719,其他綜合商品零售業,11210,135.02,110年=100
營業額指數,4719,其他綜合商品零售業,11211,129.61,110年=100
營業額指數,4719,其他綜合商品零售業,11212,138.71,110年=100
營業額指數,4719,其他綜合商品零售業,11301,137.46,110年=100
營業額指數,4719,其他綜合商品零售業,11302,137.85,110年=100
營業額指數,4719,其他綜合商品零售業,11303,132.47,110年=100
營業額指數,4719,其他綜合商品零售業,11304,134.25,110年=100
營業額指數,4719,其他綜合商品零售業,11305,142.47,110年=100
營業額指數,4719,其他綜合商品零售業,11306,142.48,110年=100
營業額指數,4719,其他綜合商品零售業,11307,140.78,110年=100
營業額指數,4719,其他綜合商品零售業,11308,143.13,110年=100
營業額指數,4719,其他綜合商品零售業,11309,139.86,110年=100
營業額指數,4719,其他綜合商品零售業,11310,139.66,110年=100
營業額指數,4719,其他綜合商品零售業,11311,137.79,110年=100
營業額指數,4719,其他綜合商品零售業,11312,151.22,110年=100
營業額指數,4719,其他綜合商品零售業,11401,150.59,110年=100
營業額指數,4719,其他綜合商品零售業,11402,128.70,110年=100
營業額指數,4719,其他綜合商品零售業,11403,131.53,110年=100
營業額指數,4719,其他綜合商品零售業,11404,132.71,110年=100
營業額指數,4719,其他綜合商品零售業,11405,142.48,110年=100
營業額指數,4719,其他綜合商品零售業,11406,140.08,110年=100
營業額指數,4719,其他綜合商品零售業,11407,140.32,110年=100
營業額指數,4719,其他綜合商品零售業,11408,145.93,110年=100
營業額指數,4719,其他綜合商品零售業,11409,140.71,110年=100
營業額指數,4719,其他綜合商品零售業,11410,143.94,110年=100
營業額指數,4719,其他綜合商品零售業,11411,139.83,110年=100
營業額指數,4719,其他綜合商品零售業,11412,148.76,110年=100
營業額指數,4719,其他綜合商品零售業,11501,145.87,110年=100
營業額指數,4719,其他綜合商品零售業,11502,148.47,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08801,103.95,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08802,108.18,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08803,108.97,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08804,111.10,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08805,107.62,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08806,113.02,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08807,113.66,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08808,114.10,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08809,115.94,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08810,112.47,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08811,115.13,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08812,118.78,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08901,116.70,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08902,114.36,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08903,119.48,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08904,117.13,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08905,116.98,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08906,120.65,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08907,123.45,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08908,125.01,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08909,118.65,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08910,113.33,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08911,114.22,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,08912,120.77,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09001,129.09,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09002,123.98,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09003,128.14,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09004,123.37,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09005,129.25,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09006,129.45,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09007,135.09,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09008,137.83,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09009,120.95,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09010,113.46,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09011,123.78,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09012,135.42,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09101,138.98,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09102,135.20,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09103,145.26,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09104,139.72,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09105,146.50,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09106,143.08,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09107,139.34,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09108,146.17,110年=100
營業額指數,472,食品、飲料及菸草製品零售業,09109,139.51,110年=100
