Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
3.家庭用品(指數基期：民國110年=100),1993M12,M,年增率(%),3.74
3.家庭用品(指數基期：民國110年=100),1994M01,M,原始值,95.42
3.家庭用品(指數基期：民國110年=100),1994M01,M,年增率(%),3.17
3.家庭用品(指數基期：民國110年=100),1994M02,M,原始值,95.61
3.家庭用品(指數基期：民國110年=100),1994M02,M,年增率(%),3.15
3.家庭用品(指數基期：民國110年=100),1994M03,M,原始值,95.73
3.家庭用品(指數基期：民國110年=100),1994M03,M,年增率(%),2.9
3.家庭用品(指數基期：民國110年=100),1994M04,M,原始值,96.08
3.家庭用品(指數基期：民國110年=100),1994M04,M,年增率(%),2.92
3.家庭用品(指數基期：民國110年=100),1994M05,M,原始值,96.62
3.家庭用品(指數基期：民國110年=100),1994M05,M,年增率(%),2.67
3.家庭用品(指數基期：民國110年=100),1994M06,M,原始值,96.82
3.家庭用品(指數基期：民國110年=100),1994M06,M,年增率(%),2.78
3.家庭用品(指數基期：民國110年=100),1994M07,M,原始值,97.09
3.家庭用品(指數基期：民國110年=100),1994M07,M,年增率(%),3.19
3.家庭用品(指數基期：民國110年=100),1994M08,M,原始值,97.1
3.家庭用品(指數基期：民國110年=100),1994M08,M,年增率(%),2.71
3.家庭用品(指數基期：民國110年=100),1994M09,M,原始值,97.11
3.家庭用品(指數基期：民國110年=100),1994M09,M,年增率(%),2.11
3.家庭用品(指數基期：民國110年=100),1994M10,M,原始值,97.36
3.家庭用品(指數基期：民國110年=100),1994M10,M,年增率(%),1.99
3.家庭用品(指數基期：民國110年=100),1994M11,M,原始值,97.07
3.家庭用品(指數基期：民國110年=100),1994M11,M,年增率(%),1.77
3.家庭用品(指數基期：民國110年=100),1994M12,M,原始值,96.93
3.家庭用品(指數基期：民國110年=100),1994M12,M,年增率(%),1.69
3.家庭用品(指數基期：民國110年=100),1995M01,M,原始值,96.7
3.家庭用品(指數基期：民國110年=100),1995M01,M,年增率(%),1.34
3.家庭用品(指數基期：民國110年=100),1995M02,M,原始值,97.62
3.家庭用品(指數基期：民國110年=100),1995M02,M,年增率(%),2.1
3.家庭用品(指數基期：民國110年=100),1995M03,M,原始值,98
3.家庭用品(指數基期：民國110年=100),1995M03,M,年增率(%),2.37
3.家庭用品(指數基期：民國110年=100),1995M04,M,原始值,98.82
3.家庭用品(指數基期：民國110年=100),1995M04,M,年增率(%),2.85
3.家庭用品(指數基期：民國110年=100),1995M05,M,原始值,99.48
3.家庭用品(指數基期：民國110年=100),1995M05,M,年增率(%),2.96
3.家庭用品(指數基期：民國110年=100),1995M06,M,原始值,99.77
3.家庭用品(指數基期：民國110年=100),1995M06,M,年增率(%),3.05
3.家庭用品(指數基期：民國110年=100),1995M07,M,原始值,99.47
3.家庭用品(指數基期：民國110年=100),1995M07,M,年增率(%),2.45
3.家庭用品(指數基期：民國110年=100),1995M08,M,原始值,99.65
3.家庭用品(指數基期：民國110年=100),1995M08,M,年增率(%),2.63
3.家庭用品(指數基期：民國110年=100),1995M09,M,原始值,99.67
3.家庭用品(指數基期：民國110年=100),1995M09,M,年增率(%),2.64
3.家庭用品(指數基期：民國110年=100),1995M10,M,原始值,99.49
3.家庭用品(指數基期：民國110年=100),1995M10,M,年增率(%),2.19
3.家庭用品(指數基期：民國110年=100),1995M11,M,原始值,99.68
3.家庭用品(指數基期：民國110年=100),1995M11,M,年增率(%),2.69
3.家庭用品(指數基期：民國110年=100),1995M12,M,原始值,99.75
3.家庭用品(指數基期：民國110年=100),1995M12,M,年增率(%),2.91
3.家庭用品(指數基期：民國110年=100),1996M01,M,原始值,99.92
3.家庭用品(指數基期：民國110年=100),1996M01,M,年增率(%),3.33
3.家庭用品(指數基期：民國110年=100),1996M02,M,原始值,99.64
3.家庭用品(指數基期：民國110年=100),1996M02,M,年增率(%),2.07
3.家庭用品(指數基期：民國110年=100),1996M03,M,原始值,99.9
3.家庭用品(指數基期：民國110年=100),1996M03,M,年增率(%),1.94
3.家庭用品(指數基期：民國110年=100),1996M04,M,原始值,99.98
3.家庭用品(指數基期：民國110年=100),1996M04,M,年增率(%),1.17
3.家庭用品(指數基期：民國110年=100),1996M05,M,原始值,99.84
3.家庭用品(指數基期：民國110年=100),1996M05,M,年增率(%),0.36
3.家庭用品(指數基期：民國110年=100),1996M06,M,原始值,100.01
3.家庭用品(指數基期：民國110年=100),1996M06,M,年增率(%),0.24
3.家庭用品(指數基期：民國110年=100),1996M07,M,原始值,99.99
3.家庭用品(指數基期：民國110年=100),1996M07,M,年增率(%),0.52
3.家庭用品(指數基期：民國110年=100),1996M08,M,原始值,99.98
3.家庭用品(指數基期：民國110年=100),1996M08,M,年增率(%),0.33
3.家庭用品(指數基期：民國110年=100),1996M09,M,原始值,100.04
3.家庭用品(指數基期：民國110年=100),1996M09,M,年增率(%),0.37
3.家庭用品(指數基期：民國110年=100),1996M10,M,原始值,99.88
3.家庭用品(指數基期：民國110年=100),1996M10,M,年增率(%),0.39
3.家庭用品(指數基期：民國110年=100),1996M11,M,原始值,99.78
3.家庭用品(指數基期：民國110年=100),1996M11,M,年增率(%),0.1
3.家庭用品(指數基期：民國110年=100),1996M12,M,原始值,99.51
3.家庭用品(指數基期：民國110年=100),1996M12,M,年增率(%),-0.24
3.家庭用品(指數基期：民國110年=100),1997M01,M,原始值,99.49
3.家庭用品(指數基期：民國110年=100),1997M01,M,年增率(%),-0.43
3.家庭用品(指數基期：民國110年=100),1997M02,M,原始值,99.29
3.家庭用品(指數基期：民國110年=100),1997M02,M,年增率(%),-0.35
3.家庭用品(指數基期：民國110年=100),1997M03,M,原始值,99.34
3.家庭用品(指數基期：民國110年=100),1997M03,M,年增率(%),-0.56
3.家庭用品(指數基期：民國110年=100),1997M04,M,原始值,99.58
3.家庭用品(指數基期：民國110年=100),1997M04,M,年增率(%),-0.4
3.家庭用品(指數基期：民國110年=100),1997M05,M,原始值,99.35
3.家庭用品(指數基期：民國110年=100),1997M05,M,年增率(%),-0.49
3.家庭用品(指數基期：民國110年=100),1997M06,M,原始值,99.07
3.家庭用品(指數基期：民國110年=100),1997M06,M,年增率(%),-0.94
3.家庭用品(指數基期：民國110年=100),1997M07,M,原始值,98.69
3.家庭用品(指數基期：民國110年=100),1997M07,M,年增率(%),-1.3
3.家庭用品(指數基期：民國110年=100),1997M08,M,原始值,98.83
3.家庭用品(指數基期：民國110年=100),1997M08,M,年增率(%),-1.15
3.家庭用品(指數基期：民國110年=100),1997M09,M,原始值,98.9
3.家庭用品(指數基期：民國110年=100),1997M09,M,年增率(%),-1.14
3.家庭用品(指數基期：民國110年=100),1997M10,M,原始值,98.36
3.家庭用品(指數基期：民國110年=100),1997M10,M,年增率(%),-1.52
3.家庭用品(指數基期：民國110年=100),1997M11,M,原始值,98.08
3.家庭用品(指數基期：民國110年=100),1997M11,M,年增率(%),-1.7
3.家庭用品(指數基期：民國110年=100),1997M12,M,原始值,98.32
3.家庭用品(指數基期：民國110年=100),1997M12,M,年增率(%),-1.2
3.家庭用品(指數基期：民國110年=100),1998M01,M,原始值,98.52
3.家庭用品(指數基期：民國110年=100),1998M01,M,年增率(%),-0.97
3.家庭用品(指數基期：民國110年=100),1998M02,M,原始值,98.85
3.家庭用品(指數基期：民國110年=100),1998M02,M,年增率(%),-0.44
3.家庭用品(指數基期：民國110年=100),1998M03,M,原始值,98.31
3.家庭用品(指數基期：民國110年=100),1998M03,M,年增率(%),-1.04
3.家庭用品(指數基期：民國110年=100),1998M04,M,原始值,99.02
3.家庭用品(指數基期：民國110年=100),1998M04,M,年增率(%),-0.56
3.家庭用品(指數基期：民國110年=100),1998M05,M,原始值,98.82
3.家庭用品(指數基期：民國110年=100),1998M05,M,年增率(%),-0.53
3.家庭用品(指數基期：民國110年=100),1998M06,M,原始值,99.57
3.家庭用品(指數基期：民國110年=100),1998M06,M,年增率(%),0.5
3.家庭用品(指數基期：民國110年=100),1998M07,M,原始值,99.58
3.家庭用品(指數基期：民國110年=100),1998M07,M,年增率(%),0.9
3.家庭用品(指數基期：民國110年=100),1998M08,M,原始值,99.07
3.家庭用品(指數基期：民國110年=100),1998M08,M,年增率(%),0.24
3.家庭用品(指數基期：民國110年=100),1998M09,M,原始值,99.65
3.家庭用品(指數基期：民國110年=100),1998M09,M,年增率(%),0.76
3.家庭用品(指數基期：民國110年=100),1998M10,M,原始值,99.49
3.家庭用品(指數基期：民國110年=100),1998M10,M,年增率(%),1.15
3.家庭用品(指數基期：民國110年=100),1998M11,M,原始值,99.34
3.家庭用品(指數基期：民國110年=100),1998M11,M,年增率(%),1.28
3.家庭用品(指數基期：民國110年=100),1998M12,M,原始值,98.9
3.家庭用品(指數基期：民國110年=100),1998M12,M,年增率(%),0.59
3.家庭用品(指數基期：民國110年=100),1999M01,M,原始值,98.74
3.家庭用品(指數基期：民國110年=100),1999M01,M,年增率(%),0.22
3.家庭用品(指數基期：民國110年=100),1999M02,M,原始值,97.95
3.家庭用品(指數基期：民國110年=100),1999M02,M,年增率(%),-0.91
3.家庭用品(指數基期：民國110年=100),1999M03,M,原始值,98.37
3.家庭用品(指數基期：民國110年=100),1999M03,M,年增率(%),0.06
3.家庭用品(指數基期：民國110年=100),1999M04,M,原始值,98.24
3.家庭用品(指數基期：民國110年=100),1999M04,M,年增率(%),-0.79
3.家庭用品(指數基期：民國110年=100),1999M05,M,原始值,98.36
3.家庭用品(指數基期：民國110年=100),1999M05,M,年增率(%),-0.47
3.家庭用品(指數基期：民國110年=100),1999M06,M,原始值,98.37
3.家庭用品(指數基期：民國110年=100),1999M06,M,年增率(%),-1.21
3.家庭用品(指數基期：民國110年=100),1999M07,M,原始值,98.27
3.家庭用品(指數基期：民國110年=100),1999M07,M,年增率(%),-1.32
3.家庭用品(指數基期：民國110年=100),1999M08,M,原始值,97.64
3.家庭用品(指數基期：民國110年=100),1999M08,M,年增率(%),-1.44
3.家庭用品(指數基期：民國110年=100),1999M09,M,原始值,97.27
3.家庭用品(指數基期：民國110年=100),1999M09,M,年增率(%),-2.39
3.家庭用品(指數基期：民國110年=100),1999M10,M,原始值,97.16
3.家庭用品(指數基期：民國110年=100),1999M10,M,年增率(%),-2.34
3.家庭用品(指數基期：民國110年=100),1999M11,M,原始值,96.94
3.家庭用品(指數基期：民國110年=100),1999M11,M,年增率(%),-2.42
3.家庭用品(指數基期：民國110年=100),1999M12,M,原始值,97.04
3.家庭用品(指數基期：民國110年=100),1999M12,M,年增率(%),-1.88
3.家庭用品(指數基期：民國110年=100),2000M01,M,原始值,97.72
3.家庭用品(指數基期：民國110年=100),2000M01,M,年增率(%),-1.03
3.家庭用品(指數基期：民國110年=100),2000M02,M,原始值,97.63
3.家庭用品(指數基期：民國110年=100),2000M02,M,年增率(%),-0.33
3.家庭用品(指數基期：民國110年=100),2000M03,M,原始值,97.49
3.家庭用品(指數基期：民國110年=100),2000M03,M,年增率(%),-0.89
3.家庭用品(指數基期：民國110年=100),2000M04,M,原始值,97.32
3.家庭用品(指數基期：民國110年=100),2000M04,M,年增率(%),-0.94
3.家庭用品(指數基期：民國110年=100),2000M05,M,原始值,96.85
3.家庭用品(指數基期：民國110年=100),2000M05,M,年增率(%),-1.54
3.家庭用品(指數基期：民國110年=100),2000M06,M,原始值,97.24
3.家庭用品(指數基期：民國110年=100),2000M06,M,年增率(%),-1.15
3.家庭用品(指數基期：民國110年=100),2000M07,M,原始值,97.2
3.家庭用品(指數基期：民國110年=100),2000M07,M,年增率(%),-1.09
3.家庭用品(指數基期：民國110年=100),2000M08,M,原始值,97.4
3.家庭用品(指數基期：民國110年=100),2000M08,M,年增率(%),-0.25
3.家庭用品(指數基期：民國110年=100),2000M09,M,原始值,97.17
3.家庭用品(指數基期：民國110年=100),2000M09,M,年增率(%),-0.1
3.家庭用品(指數基期：民國110年=100),2000M10,M,原始值,96.63
3.家庭用品(指數基期：民國110年=100),2000M10,M,年增率(%),-0.55
3.家庭用品(指數基期：民國110年=100),2000M11,M,原始值,96.01
3.家庭用品(指數基期：民國110年=100),2000M11,M,年增率(%),-0.96
3.家庭用品(指數基期：民國110年=100),2000M12,M,原始值,95.77
3.家庭用品(指數基期：民國110年=100),2000M12,M,年增率(%),-1.31
3.家庭用品(指數基期：民國110年=100),2001M01,M,原始值,94.71
3.家庭用品(指數基期：民國110年=100),2001M01,M,年增率(%),-3.08
3.家庭用品(指數基期：民國110年=100),2001M02,M,原始值,95.13
3.家庭用品(指數基期：民國110年=100),2001M02,M,年增率(%),-2.56
3.家庭用品(指數基期：民國110年=100),2001M03,M,原始值,94.4
3.家庭用品(指數基期：民國110年=100),2001M03,M,年增率(%),-3.17
3.家庭用品(指數基期：民國110年=100),2001M04,M,原始值,94.39
3.家庭用品(指數基期：民國110年=100),2001M04,M,年增率(%),-3.01
3.家庭用品(指數基期：民國110年=100),2001M05,M,原始值,94.29
3.家庭用品(指數基期：民國110年=100),2001M05,M,年增率(%),-2.64
3.家庭用品(指數基期：民國110年=100),2001M06,M,原始值,94.27
3.家庭用品(指數基期：民國110年=100),2001M06,M,年增率(%),-3.05
3.家庭用品(指數基期：民國110年=100),2001M07,M,原始值,94.16
3.家庭用品(指數基期：民國110年=100),2001M07,M,年增率(%),-3.13
3.家庭用品(指數基期：民國110年=100),2001M08,M,原始值,94.22
3.家庭用品(指數基期：民國110年=100),2001M08,M,年增率(%),-3.26
3.家庭用品(指數基期：民國110年=100),2001M09,M,原始值,93.83
3.家庭用品(指數基期：民國110年=100),2001M09,M,年增率(%),-3.44
3.家庭用品(指數基期：民國110年=100),2001M10,M,原始值,93.67
3.家庭用品(指數基期：民國110年=100),2001M10,M,年增率(%),-3.06
3.家庭用品(指數基期：民國110年=100),2001M11,M,原始值,93.04
3.家庭用品(指數基期：民國110年=100),2001M11,M,年增率(%),-3.09
3.家庭用品(指數基期：民國110年=100),2001M12,M,原始值,93.07
3.家庭用品(指數基期：民國110年=100),2001M12,M,年增率(%),-2.82
3.家庭用品(指數基期：民國110年=100),2002M01,M,原始值,92.83
3.家庭用品(指數基期：民國110年=100),2002M01,M,年增率(%),-1.99
3.家庭用品(指數基期：民國110年=100),2002M02,M,原始值,92.07
3.家庭用品(指數基期：民國110年=100),2002M02,M,年增率(%),-3.22
3.家庭用品(指數基期：民國110年=100),2002M03,M,原始值,92.03
3.家庭用品(指數基期：民國110年=100),2002M03,M,年增率(%),-2.51
3.家庭用品(指數基期：民國110年=100),2002M04,M,原始值,91.75
3.家庭用品(指數基期：民國110年=100),2002M04,M,年增率(%),-2.8
3.家庭用品(指數基期：民國110年=100),2002M05,M,原始值,91.61
3.家庭用品(指數基期：民國110年=100),2002M05,M,年增率(%),-2.84
3.家庭用品(指數基期：民國110年=100),2002M06,M,原始值,91.79
3.家庭用品(指數基期：民國110年=100),2002M06,M,年增率(%),-2.63
3.家庭用品(指數基期：民國110年=100),2002M07,M,原始值,92.31
3.家庭用品(指數基期：民國110年=100),2002M07,M,年增率(%),-1.96
3.家庭用品(指數基期：民國110年=100),2002M08,M,原始值,91.97
3.家庭用品(指數基期：民國110年=100),2002M08,M,年增率(%),-2.39
3.家庭用品(指數基期：民國110年=100),2002M09,M,原始值,92.13
3.家庭用品(指數基期：民國110年=100),2002M09,M,年增率(%),-1.81
3.家庭用品(指數基期：民國110年=100),2002M10,M,原始值,91.64
3.家庭用品(指數基期：民國110年=100),2002M10,M,年增率(%),-2.17
3.家庭用品(指數基期：民國110年=100),2002M11,M,原始值,90.29
3.家庭用品(指數基期：民國110年=100),2002M11,M,年增率(%),-2.96
3.家庭用品(指數基期：民國110年=100),2002M12,M,原始值,90.44
3.家庭用品(指數基期：民國110年=100),2002M12,M,年增率(%),-2.83
3.家庭用品(指數基期：民國110年=100),2003M01,M,原始值,89.44
3.家庭用品(指數基期：民國110年=100),2003M01,M,年增率(%),-3.65
3.家庭用品(指數基期：民國110年=100),2003M02,M,原始值,90.08
3.家庭用品(指數基期：民國110年=100),2003M02,M,年增率(%),-2.16
3.家庭用品(指數基期：民國110年=100),2003M03,M,原始值,89.77
3.家庭用品(指數基期：民國110年=100),2003M03,M,年增率(%),-2.46
3.家庭用品(指數基期：民國110年=100),2003M04,M,原始值,89.92
3.家庭用品(指數基期：民國110年=100),2003M04,M,年增率(%),-1.99
3.家庭用品(指數基期：民國110年=100),2003M05,M,原始值,89.47
3.家庭用品(指數基期：民國110年=100),2003M05,M,年增率(%),-2.34
3.家庭用品(指數基期：民國110年=100),2003M06,M,原始值,89.14
3.家庭用品(指數基期：民國110年=100),2003M06,M,年增率(%),-2.89
3.家庭用品(指數基期：民國110年=100),2003M07,M,原始值,89.19
3.家庭用品(指數基期：民國110年=100),2003M07,M,年增率(%),-3.38
3.家庭用品(指數基期：民國110年=100),2003M08,M,原始值,88.93
3.家庭用品(指數基期：民國110年=100),2003M08,M,年增率(%),-3.31
3.家庭用品(指數基期：民國110年=100),2003M09,M,原始值,89.12
3.家庭用品(指數基期：民國110年=100),2003M09,M,年增率(%),-3.27
3.家庭用品(指數基期：民國110年=100),2003M10,M,原始值,89.3
3.家庭用品(指數基期：民國110年=100),2003M10,M,年增率(%),-2.55
3.家庭用品(指數基期：民國110年=100),2003M11,M,原始值,88.87
3.家庭用品(指數基期：民國110年=100),2003M11,M,年增率(%),-1.57
3.家庭用品(指數基期：民國110年=100),2003M12,M,原始值,88.25
3.家庭用品(指數基期：民國110年=100),2003M12,M,年增率(%),-2.42
3.家庭用品(指數基期：民國110年=100),2004M01,M,原始值,87.79
3.家庭用品(指數基期：民國110年=100),2004M01,M,年增率(%),-1.84
3.家庭用品(指數基期：民國110年=100),2004M02,M,原始值,88.32
3.家庭用品(指數基期：民國110年=100),2004M02,M,年增率(%),-1.95
3.家庭用品(指數基期：民國110年=100),2004M03,M,原始值,88.19
3.家庭用品(指數基期：民國110年=100),2004M03,M,年增率(%),-1.76
3.家庭用品(指數基期：民國110年=100),2004M04,M,原始值,88.77
3.家庭用品(指數基期：民國110年=100),2004M04,M,年增率(%),-1.28
3.家庭用品(指數基期：民國110年=100),2004M05,M,原始值,88.76
3.家庭用品(指數基期：民國110年=100),2004M05,M,年增率(%),-0.79
3.家庭用品(指數基期：民國110年=100),2004M06,M,原始值,88.75
3.家庭用品(指數基期：民國110年=100),2004M06,M,年增率(%),-0.44
3.家庭用品(指數基期：民國110年=100),2004M07,M,原始值,88.72
3.家庭用品(指數基期：民國110年=100),2004M07,M,年增率(%),-0.53
3.家庭用品(指數基期：民國110年=100),2004M08,M,原始值,88.89
3.家庭用品(指數基期：民國110年=100),2004M08,M,年增率(%),-0.04
3.家庭用品(指數基期：民國110年=100),2004M09,M,原始值,88.96
3.家庭用品(指數基期：民國110年=100),2004M09,M,年增率(%),-0.18
3.家庭用品(指數基期：民國110年=100),2004M10,M,原始值,88.95
3.家庭用品(指數基期：民國110年=100),2004M10,M,年增率(%),-0.39
3.家庭用品(指數基期：民國110年=100),2004M11,M,原始值,89.08
3.家庭用品(指數基期：民國110年=100),2004M11,M,年增率(%),0.24
3.家庭用品(指數基期：民國110年=100),2004M12,M,原始值,89.16
3.家庭用品(指數基期：民國110年=100),2004M12,M,年增率(%),1.03
3.家庭用品(指數基期：民國110年=100),2005M01,M,原始值,89.02
3.家庭用品(指數基期：民國110年=100),2005M01,M,年增率(%),1.4
3.家庭用品(指數基期：民國110年=100),2005M02,M,原始值,88.94
3.家庭用品(指數基期：民國110年=100),2005M02,M,年增率(%),0.7
3.家庭用品(指數基期：民國110年=100),2005M03,M,原始值,89.12
3.家庭用品(指數基期：民國110年=100),2005M03,M,年增率(%),1.05
3.家庭用品(指數基期：民國110年=100),2005M04,M,原始值,88.6
3.家庭用品(指數基期：民國110年=100),2005M04,M,年增率(%),-0.19
3.家庭用品(指數基期：民國110年=100),2005M05,M,原始值,89.22
3.家庭用品(指數基期：民國110年=100),2005M05,M,年增率(%),0.52
3.家庭用品(指數基期：民國110年=100),2005M06,M,原始值,89.08
3.家庭用品(指數基期：民國110年=100),2005M06,M,年增率(%),0.37
3.家庭用品(指數基期：民國110年=100),2005M07,M,原始值,89.27
3.家庭用品(指數基期：民國110年=100),2005M07,M,年增率(%),0.62
3.家庭用品(指數基期：民國110年=100),2005M08,M,原始值,89.45
3.家庭用品(指數基期：民國110年=100),2005M08,M,年增率(%),0.63
3.家庭用品(指數基期：民國110年=100),2005M09,M,原始值,89.15
3.家庭用品(指數基期：民國110年=100),2005M09,M,年增率(%),0.21
3.家庭用品(指數基期：民國110年=100),2005M10,M,原始值,89.44
3.家庭用品(指數基期：民國110年=100),2005M10,M,年增率(%),0.55
3.家庭用品(指數基期：民國110年=100),2005M11,M,原始值,89.71
3.家庭用品(指數基期：民國110年=100),2005M11,M,年增率(%),0.71
3.家庭用品(指數基期：民國110年=100),2005M12,M,原始值,89.67
3.家庭用品(指數基期：民國110年=100),2005M12,M,年增率(%),0.57
3.家庭用品(指數基期：民國110年=100),2006M01,M,原始值,89.33
3.家庭用品(指數基期：民國110年=100),2006M01,M,年增率(%),0.35
3.家庭用品(指數基期：民國110年=100),2006M02,M,原始值,90.01
3.家庭用品(指數基期：民國110年=100),2006M02,M,年增率(%),1.2
3.家庭用品(指數基期：民國110年=100),2006M03,M,原始值,89.9
3.家庭用品(指數基期：民國110年=100),2006M03,M,年增率(%),0.88
3.家庭用品(指數基期：民國110年=100),2006M04,M,原始值,89.49
3.家庭用品(指數基期：民國110年=100),2006M04,M,年增率(%),1
3.家庭用品(指數基期：民國110年=100),2006M05,M,原始值,89.36
3.家庭用品(指數基期：民國110年=100),2006M05,M,年增率(%),0.16
3.家庭用品(指數基期：民國110年=100),2006M06,M,原始值,89.2
3.家庭用品(指數基期：民國110年=100),2006M06,M,年增率(%),0.13
3.家庭用品(指數基期：民國110年=100),2006M07,M,原始值,89.83
3.家庭用品(指數基期：民國110年=100),2006M07,M,年增率(%),0.63
3.家庭用品(指數基期：民國110年=100),2006M08,M,原始值,89.7
3.家庭用品(指數基期：民國110年=100),2006M08,M,年增率(%),0.28
3.家庭用品(指數基期：民國110年=100),2006M09,M,原始值,89.89
3.家庭用品(指數基期：民國110年=100),2006M09,M,年增率(%),0.83
3.家庭用品(指數基期：民國110年=100),2006M10,M,原始值,89.89
3.家庭用品(指數基期：民國110年=100),2006M10,M,年增率(%),0.5
3.家庭用品(指數基期：民國110年=100),2006M11,M,原始值,89.75
3.家庭用品(指數基期：民國110年=100),2006M11,M,年增率(%),0.04
3.家庭用品(指數基期：民國110年=100),2006M12,M,原始值,90.63
3.家庭用品(指數基期：民國110年=100),2006M12,M,年增率(%),1.07
3.家庭用品(指數基期：民國110年=100),2007M01,M,原始值,90.56
3.家庭用品(指數基期：民國110年=100),2007M01,M,年增率(%),1.38
3.家庭用品(指數基期：民國110年=100),2007M02,M,原始值,89.8
3.家庭用品(指數基期：民國110年=100),2007M02,M,年增率(%),-0.23
3.家庭用品(指數基期：民國110年=100),2007M03,M,原始值,90.5
3.家庭用品(指數基期：民國110年=100),2007M03,M,年增率(%),0.67
3.家庭用品(指數基期：民國110年=100),2007M04,M,原始值,90.27
3.家庭用品(指數基期：民國110年=100),2007M04,M,年增率(%),0.87
3.家庭用品(指數基期：民國110年=100),2007M05,M,原始值,90.56
3.家庭用品(指數基期：民國110年=100),2007M05,M,年增率(%),1.34
3.家庭用品(指數基期：民國110年=100),2007M06,M,原始值,90.77
3.家庭用品(指數基期：民國110年=100),2007M06,M,年增率(%),1.76
3.家庭用品(指數基期：民國110年=100),2007M07,M,原始值,91.19
3.家庭用品(指數基期：民國110年=100),2007M07,M,年增率(%),1.51
3.家庭用品(指數基期：民國110年=100),2007M08,M,原始值,91.66
3.家庭用品(指數基期：民國110年=100),2007M08,M,年增率(%),2.19
3.家庭用品(指數基期：民國110年=100),2007M09,M,原始值,92.08
3.家庭用品(指數基期：民國110年=100),2007M09,M,年增率(%),2.44
3.家庭用品(指數基期：民國110年=100),2007M10,M,原始值,92.34
3.家庭用品(指數基期：民國110年=100),2007M10,M,年增率(%),2.73
3.家庭用品(指數基期：民國110年=100),2007M11,M,原始值,92.17
3.家庭用品(指數基期：民國110年=100),2007M11,M,年增率(%),2.7
3.家庭用品(指數基期：民國110年=100),2007M12,M,原始值,92.08
3.家庭用品(指數基期：民國110年=100),2007M12,M,年增率(%),1.6
3.家庭用品(指數基期：民國110年=100),2008M01,M,原始值,91.64
3.家庭用品(指數基期：民國110年=100),2008M01,M,年增率(%),1.19
3.家庭用品(指數基期：民國110年=100),2008M02,M,原始值,91.74
3.家庭用品(指數基期：民國110年=100),2008M02,M,年增率(%),2.16
3.家庭用品(指數基期：民國110年=100),2008M03,M,原始值,92.78
3.家庭用品(指數基期：民國110年=100),2008M03,M,年增率(%),2.52
3.家庭用品(指數基期：民國110年=100),2008M04,M,原始值,92.85
3.家庭用品(指數基期：民國110年=100),2008M04,M,年增率(%),2.86
3.家庭用品(指數基期：民國110年=100),2008M05,M,原始值,93.04
3.家庭用品(指數基期：民國110年=100),2008M05,M,年增率(%),2.74
3.家庭用品(指數基期：民國110年=100),2008M06,M,原始值,93.25
3.家庭用品(指數基期：民國110年=100),2008M06,M,年增率(%),2.73
3.家庭用品(指數基期：民國110年=100),2008M07,M,原始值,94.12
3.家庭用品(指數基期：民國110年=100),2008M07,M,年增率(%),3.21
3.家庭用品(指數基期：民國110年=100),2008M08,M,原始值,94.37
3.家庭用品(指數基期：民國110年=100),2008M08,M,年增率(%),2.96
3.家庭用品(指數基期：民國110年=100),2008M09,M,原始值,95.07
3.家庭用品(指數基期：民國110年=100),2008M09,M,年增率(%),3.25
3.家庭用品(指數基期：民國110年=100),2008M10,M,原始值,95.12
3.家庭用品(指數基期：民國110年=100),2008M10,M,年增率(%),3.01
3.家庭用品(指數基期：民國110年=100),2008M11,M,原始值,95.07
3.家庭用品(指數基期：民國110年=100),2008M11,M,年增率(%),3.15
3.家庭用品(指數基期：民國110年=100),2008M12,M,原始值,94.71
3.家庭用品(指數基期：民國110年=100),2008M12,M,年增率(%),2.86
3.家庭用品(指數基期：民國110年=100),2009M01,M,原始值,94.29
3.家庭用品(指數基期：民國110年=100),2009M01,M,年增率(%),2.89
3.家庭用品(指數基期：民國110年=100),2009M02,M,原始值,94.15
3.家庭用品(指數基期：民國110年=100),2009M02,M,年增率(%),2.63
3.家庭用品(指數基期：民國110年=100),2009M03,M,原始值,94.78
3.家庭用品(指數基期：民國110年=100),2009M03,M,年增率(%),2.16
3.家庭用品(指數基期：民國110年=100),2009M04,M,原始值,94.59
3.家庭用品(指數基期：民國110年=100),2009M04,M,年增率(%),1.87
3.家庭用品(指數基期：民國110年=100),2009M05,M,原始值,94.39
3.家庭用品(指數基期：民國110年=100),2009M05,M,年增率(%),1.45
3.家庭用品(指數基期：民國110年=100),2009M06,M,原始值,94.26
3.家庭用品(指數基期：民國110年=100),2009M06,M,年增率(%),1.08
3.家庭用品(指數基期：民國110年=100),2009M07,M,原始值,94.44
3.家庭用品(指數基期：民國110年=100),2009M07,M,年增率(%),0.34
3.家庭用品(指數基期：民國110年=100),2009M08,M,原始值,94.47
3.家庭用品(指數基期：民國110年=100),2009M08,M,年增率(%),0.11
3.家庭用品(指數基期：民國110年=100),2009M09,M,原始值,93.84
3.家庭用品(指數基期：民國110年=100),2009M09,M,年增率(%),-1.29
3.家庭用品(指數基期：民國110年=100),2009M10,M,原始值,93.7
3.家庭用品(指數基期：民國110年=100),2009M10,M,年增率(%),-1.49
3.家庭用品(指數基期：民國110年=100),2009M11,M,原始值,93.48
3.家庭用品(指數基期：民國110年=100),2009M11,M,年增率(%),-1.67
3.家庭用品(指數基期：民國110年=100),2009M12,M,原始值,93.02
3.家庭用品(指數基期：民國110年=100),2009M12,M,年增率(%),-1.78
